Unnamed: 0,Start,End,Speaker,Text
445,1:52:02,1:53:45,BUFFETT," Brands are always going to be in a fight with the retailer and.  And it varies by country enormously,  it varies by product category.  If people worked in a grocery store in 1941,  Charlie worked in state one in 1940,  people would call and they'd ask for a can of peas and I'd write down a can of peas.  They'd call it and they'd ask for  Heinz ketchup.  And I better get give them Heinz ketchup.  They didn't care which brand the peas were.  They didn't care that much whether the two quarts of milk we sent them were this brand or that brand.  But they cared whether it was it was it was Heinz ketchup.  That was 1941.  Some brands are terribly strong.  You can't bring out a a private label call and do very well with it.  And people have tried for a long,  long time.  On the other hand,  you can bring up private labels and lots of products and and they sell very well.  And, you know, you take  Costco with their own Kirkland label.  I mean, that that label grows dramatically.  It cuts across categories.  It it it, you know, it it's done since 1992 or whenever it was introduced.  Do what other people spent a hundred years,  you know, with huge amounts of advertising and special display,  all kinds of things.  So the battle goes on.  I would say that the retailer has gained ground against brands to some degree.  But brands are still terribly important.  I mean, try and give me a 10 billion dollar budget and ask me to bring out another Coca-Cola that makes a dent in Coca-Cola.  And I can't do it. "
446,1:53:45,1:54:04,SPEAKER 1," Warren, one of the questions that did come in,  it was something that you wrote about in the annual letter,  was the role that Greg and Ajit play.  Greg Abel, Ajit Jain, the two vice chairman who were recently added as vice chairman,  the role that they're going to be playing in the annual meeting with shareholders.  You said that they will play a larger role in the shareholder meeting.  How will that work? "
447,1:54:04,1:54:34,BUFFETT," Well, it will mean that any shareholder or any of the journalists there who are presenting questions from shareholders that have been sent to them can direct those questions to either Ajit or to Greg.  So if they were insurance questions,  they might want to direct them to Ajit,  not insurance questions to Greg.  But they will be there  and we'll have 60 or so questions.  We don't know what they're going to be.  And if anybody says,  I would like Greg to answer this or I would like Ajit to answer this,  then they're right there adjacent to us. "
448,1:54:34,1:54:36,SPEAKER 1, They'll be sitting on stage with you and Charlie?
449,1:54:36,1:54:42,BUFFETT," Well, there's this.  Yeah, there's there's somebody sitting in front of the crowd.  There's two different levels of tears there.  Yeah. "
450,1:54:43,1:54:52,SPEAKER 1," Again, you said you did this because you'd gotten a lot of questions from directors,  shareholders,  other people who had kind of advised you that they thought it was good for them to be playing a bigger role. "
451,1:54:52,1:55:05,BUFFETT, Everybody I heard from quite a few people now we directed questions out to them where they were sitting with the directors out in front.  Then the spotlight went down.  But this may encourage more questions directly of them.  And that'll be terrific.
452,1:55:06,1:55:17,SPEAKER 1," OK.  Jim Bean writes in a question,  he says, in the past, both you and Bill Gates have stated that half of the board meetings are spent discussing succession.  How has this changed since Ajit and Greg are on the board?  Do they leave the room? "
453,1:55:18,1:55:54,BUFFETT," They leave the room.  But  if I die tonight,  the board tomorrow morning knows exactly what they're going to do.  I hope they're polite about it,  let the body cool off.  Basically, they know what they're going to do.  And the interesting thing about it is  we own, you know, the Apple and JP Morgan,  all those things.  I don't know who's going to succeed the CEOs of  any of the companies.  I think that we own stock.  But we're well prepared for succession.  It's almost going to be embarrassing.  All right. "
454,1:55:54,1:56:07,SPEAKER 1," Let's get to a few more shareholder questions.  Chip Crook writes in a note and says it was reported that Boeing was looking for a large cash  loan.  Were you ever approached about Berkshire loaning the money,  kind of like the Goldman Sachs  deal from years ago? "
455,1:56:08,1:56:12,BUFFETT," I think I think Boeing's raised about 13 billion,  but that's bank type  money.  In other words, my memory is that it's maybe 1 percent.  They're looking for they're looking for traditional bank loans and we don't make traditional bank loans. "
458,1:56:24,1:56:44,SPEAKER 1," You also talked in the letter about how Berkshire Hathaway has Berkshire  Hathaway Energy, I should say, has the ability and the talent to manage big investments,  100 billion dollars and more.  I think you wrote,  we stand ready and willing and able on such opportunities.  California Governor Gavin Newsom asked you at one point to bid on PG&E.  Is that such an opportunity? "
459,1:56:45,1:57:09,BUFFETT," PG&E, we've obviously I mean,  we've worked with them for decades and been familiar with them.  But but  that doesn't that doesn't fit Berkshire.  But if there were 100 billion of transmission lines or whatever it might be,  Berkshire could do it.  I mean, and we would love it.  That happens to be a very tough thing to do because you cross all these states and everybody says not in my backyard and all that. "
460,1:57:09,1:57:09,SPEAKER 1," But  but there can be huge,  intelligent investment  made in the utility energy area and no one is better equipped to do it than Berkshire in both talent and resources.  Why does PG&E not fit that bill?  It's too tough.  I don't know the answer to it.  I mean, that rearranging that utility,  I think I know Governor Newsom.  I think he's a very,  very, very smart guy.  And in terms of  solving this problem, it's just not easy.  You've got so many constituencies and they're at each other's throats and there's lots of money involved. And"
465,1:57:46,1:57:50,BUFFETT, I don't want to be the guy.  I don't know how to solve all that.
466,1:57:50,1:58:14,SPEAKER 1," OK, let's go on to a question that is posed by Ken Ducey.  He says you sold 31 newspapers after buying them over 40 years as a self-described newspaper addict.  You said recently that most newspapers were toast.  I know that's not exactly that's not true.  This isn't his question.  You can answer that.  Yeah.  Do you believe the problem with local newspapers is a lack of demand or a lack of innovation and a new business model? "
467,1:58:14,1:59:31,BUFFETT," Well, the problem is that,  well, getting back to the toast comment,  Andy Shoreware actually is the fellow who said toast.  He was interviewing me and I repeated it.  But the the problem is even every day,  the circulation of the papers in every every print circulation goes down.  And the interesting thing about it,  of course, is that the three survivors so far that look promising online are The New York Times and The Wall Street Journal and The Washington Post.  All three of those papers  sold their smaller papers.  The New York Times sold,  I think, 11 papers  about seven or eight years ago.  The Dow Jones, which owned The Wall Street Journal and now is owned by News Corp,  they sold the Ottawa newspapers, eight papers.  Washington Post sold the Epoch Tarot.  So they all saw the handwriting on the wall before I did.  And they all sold their papers.  That was their reaction.  They did not they did not try and figure out the online solutions.  They got out of them.  And unfortunately, I bought some and we're still in.  I mean, we are financing Lee and we think Lee has by far the best opportunity  to continue print as long as anybody and to find an online solution for these papers.  So we put new money into the newspaper industry here or we've committed to do it. "
468,1:59:31,1:59:44,SPEAKER 1," It will close in a month or two.  And then finally, very quickly, we are in the Berkshire Hathaway's headquarters  building here in Omaha.  Strom writes in a question,  says, why did you decide to rent your offices for all these  years instead of buying the building or building your own office building? "
469,1:59:44,1:59:54,BUFFETT," Well, we only use one floor of the 15 floors here,  but we have signed a lease for the  next 20 years on one more floor.  So it shows just how flexible our thinking is about the future. "
470,1:59:54,1:59:56,SPEAKER 1, How much growth you're anticipating?
471,1:59:56,2:00:04,BUFFETT," Yeah, we don't want a big headquarters office.  If we had a big headquarters office,  we'd fill it.  Believe me, I mean, if we had 15 floors of our own,  we'd have 15 floors worth of people. "
472,2:00:06,2:00:22,SPEAKER 1," Warren, before we let you go,  let's just go back to the futures again this morning,  because right now the Dow is indicated to open down about 100 or 830 points.  Weakness again on concerns about coronavirus and what that means.  What's your mentality today as you kind of go out and look at the stock market and decide what you're going to do? "
473,2:00:23,2:00:33,BUFFETT, We're buying businesses to own for 20 or 30 years.  We buy them in whole.  We buy them in part.  They're called stocks when we buy them in part.  And we think the 20 and 30 year outlook has not changed by coronavirus.
474,2:00:34,2:00:40,SPEAKER 1," All right,  Warren, I want to thank you for your time today.  We really appreciate it.  Your generosity with your time.  And we hope to see you again soon. "
475,2:00:41,2:00:42,BUFFETT, Come every year.
476,2:00:42,2:00:42,SPEAKER 1, Thank you.
