,Start,End,Speaker,Text
1422,0:15:53,0:15:54,SPEAKER 5, It's just that we've got to.  And it was supposed to be strategic.
1423,0:15:56,0:15:59,BUFFETT, But but it gets involved in politics.  And so.
1424,0:16:02,0:16:04,SPEAKER 3," There's all.  When you're a business,  you don't have different kinds of businesses, basically."
1425,0:16:07,0:16:08,SPEAKER 1, And.  And.  We like.
1426,0:16:09,0:16:12,BUFFETT, Occidental's position in the.  Permian.
1427,0:16:12,0:16:12,SPEAKER 4, We.
1428,0:16:13,0:16:14,BUFFETT, We wouldn't like.
1429,0:16:15,0:16:16,SPEAKER 3, That position.
1430,0:16:16,0:16:16,SPEAKER 1," Well,  it got to minus one day."
1431,0:16:19,0:16:19,SPEAKER 4, It got to minus.
1432,0:16:20,0:16:20,SPEAKER 3, Thirty dollars.
1433,0:16:20,0:16:20,SPEAKER 1, A.
1434,0:16:21,0:16:21,SPEAKER 6, Bear.
1435,0:16:21,0:16:22,BUFFETT," What was crazy, of course. "
1436,0:16:22,0:16:22,SPEAKER 4, But.
1437,0:16:23,0:16:24,SPEAKER 5, But if oil sells.
1438,0:16:24,0:16:25,BUFFETT, At X.  And we do very well.  And it was also half of X.  Your costs are the same.  And it doesn't change the production.  And it doesn't work as well.
1439,0:16:35,0:16:37,SPEAKER 3, But it also brings down the oil production.
1440,0:16:37,0:16:39,BUFFETT, Of the United States very fast.
1441,0:16:39,0:16:39,SPEAKER 3, So.
1442,0:16:40,0:16:42,BUFFETT, We don't know what oil prices will be.
1443,0:16:42,0:16:44,SPEAKER 8, But we do very much.
1444,0:16:45,0:16:45,SPEAKER 4, Like.
1445,0:16:46,0:16:46,SPEAKER 9, The.
1446,0:16:46,0:16:48,BUFFETT," Occidental position they have.  And that's why we finance them.  Few years ago, and it looks like it was a terrible mistake.  When the oil market just totally collapsed.  And then it changed around."
1447,0:16:59,0:16:59,SPEAKER 1, And.
1448,0:17:00,0:17:04,SPEAKER 3," We bought a lot of the common stock.  In the last few months, they've reduced. "
1449,0:17:05,0:17:08,BUFFETT," Our preferred,  which we don't like. "
1450,0:17:09,0:17:09,SPEAKER 3, Obviously.
1451,0:17:09,0:17:12,BUFFETT, We'd be disappointed in them.
1452,0:17:12,0:17:13,SPEAKER 8, If they didn't reduce it.
1453,0:17:14,0:17:16,SPEAKER 3, It's intelligent from their standpoint.
1454,0:17:16,0:17:16,SPEAKER 9, So we've taken.
1455,0:17:17,0:17:18,SPEAKER 8, Of the $10 billion preferred.
1456,0:17:18,0:17:18,BUFFETT, We've gotten.  And before. 500.  Million dollars of it.  Retired at 100.
1457,0:17:23,0:17:23,SPEAKER 3, Number.
1458,0:17:23,0:17:23,BUFFETT, Sent apart.
1459,0:17:24,0:17:24,SPEAKER 6, But.
1460,0:17:26,0:17:27,BUFFETT, Vicki.
1461,0:17:27,0:17:30,SPEAKER 3, Hollab.  Is a.
1462,0:17:31,0:17:34,BUFFETT, She's an extraordinary.  Manager.
1463,0:17:34,0:17:35,SPEAKER 6, Of.
1464,0:17:35,0:17:35,BUFFETT, Occidental.
1465,0:17:36,0:17:48,SPEAKER 3, Her first job was with city service.  That was the first stock I bought in 1942.  She knows.  What happens beneath the service.
1466,0:17:48,0:17:50,SPEAKER 8, I know the.
1467,0:17:50,0:17:51,BUFFETT, I know the.
1468,0:17:53,0:17:53,SPEAKER 6, Math of it.
1469,0:17:54,0:17:54,SPEAKER 9, But.
1470,0:17:55,0:17:55,BUFFETT, I wouldn't know.
1471,0:17:56,0:17:58,SPEAKER 3, I wouldn't have a famous idea what to do if I was in an oil field.
1472,0:17:58,0:18:04,BUFFETT," I mean, I don't.  I can dig to defeat down.  I can't.  In my backyard.  And I can.  That's my. "
1473,0:18:05,0:18:07,SPEAKER 3, That's my understanding of subsoil.
1474,0:18:08,0:18:09,SPEAKER 1, In the world.
1475,0:18:09,0:18:09,SPEAKER 5, I can't  picture the field that Charlie.
1476,0:18:12,0:18:13,BUFFETT, Has been collecting that monthly.
1477,0:18:14,0:18:15,SPEAKER 6, Check from.
1478,0:18:16,0:18:16,SPEAKER 4, From.
1479,0:18:17,0:18:17,SPEAKER 1, Fifty.
1480,0:18:18,0:18:19,SPEAKER 8, Plus year sixty.
1481,0:18:20,0:18:20,SPEAKER 1, Uh.
1482,0:18:21,0:18:29,SPEAKER 3, Or my sister.  Getting at various fields where they just keep pumping and pumping and pumping in.
1483,0:18:29,0:18:33,SPEAKER 1, And.  Uh.  We.
1484,0:18:33,0:18:35,SPEAKER 4, In the United States.
1485,0:18:36,0:18:38,BUFFETT, Or lucky to have the ability to produce.
1486,0:18:39,0:18:39,SPEAKER 1, Uh.
1487,0:18:39,0:18:41,BUFFETT, The kind of oil we've got from.
1488,0:18:42,0:18:43,SPEAKER 3," Jail, but it is not. "
1489,0:18:44,0:18:45,BUFFETT, A long term.
1490,0:18:46,0:18:47,SPEAKER 3, Source.
1491,0:18:48,0:18:48,SPEAKER 1, Uh.
1492,0:18:49,0:18:55,BUFFETT, Like you might think by.  Watching movies about.  The sort.
1493,0:18:56,0:18:56,SPEAKER 3, Charlie.
1494,0:18:56,0:18:56,SPEAKER 9, Damn it.
1495,0:18:56,0:18:56,SPEAKER 1, And.
1496,0:18:57,0:19:05,SPEAKER 4," Yeah, it really dies fast.  Those are all those.  If you like quick death of your.  We have them for you. "
1497,0:19:06,0:19:06,SPEAKER 1, No.
1498,0:19:07,0:19:07,SPEAKER 6, But.
1499,0:19:07,0:19:08,SPEAKER 5, Occidental.
1500,0:19:09,0:19:09,SPEAKER 1, Uh.
1501,0:19:10,0:19:11,BUFFETT, They're doing a lot of good things.
1502,0:19:12,0:19:13,SPEAKER 6, Yeah.  They do a lot.
1503,0:19:13,0:19:13,SPEAKER 4, Oh.  And the.
1504,0:19:15,0:19:15,SPEAKER 6, Yep.
1505,0:19:16,0:19:16,SPEAKER 1, There.
1506,0:19:16,0:19:17,SPEAKER 4, They they're doing it.  And the profit.
1507,0:19:17,0:19:18,SPEAKER 3, But it's.
1508,0:19:18,0:19:18,SPEAKER 4, It's a different.
1509,0:19:19,0:19:19,SPEAKER 3, Kind of.
1510,0:19:19,0:19:20,SPEAKER 1, Yeah.  Yeah.  If you're  going to be.
1511,0:19:21,0:19:21,SPEAKER 3, Yeah.  And that's true of almost half the oil produced in the United States.
1512,0:19:25,0:19:26,SPEAKER 1, And.
1513,0:19:28,0:19:28,SPEAKER 8, There's time.
1514,0:19:28,0:19:47,SPEAKER 4, A little down there that nobody knows how to produce.  And they've been working at it for like 50 years.  But they worked at the existing shale production for about 50 years before they figured it out.  And it was weirdly complicated when they finally were able to do it.  There's only one type of sand that works.
1515,0:19:47,0:19:49,SPEAKER 3, Can you imagine a horror?
1516,0:19:49,0:19:50,SPEAKER 4, The novel.
1517,0:19:51,0:19:52,SPEAKER 3, Yeah.
1518,0:19:52,0:19:52,SPEAKER 1, Why.
1519,0:19:52,0:19:53,BUFFETT, You know that.
1520,0:19:54,0:19:55,SPEAKER 3, Maybe a mile a half or something.
1521,0:19:56,0:19:58,BUFFETT, It's just so different.
1522,0:19:58,0:20:00,SPEAKER 5, Then what you think about.
1523,0:20:01,0:20:01,SPEAKER 1," Uh,  I go laterally for three miles.  Two miles down."
1524,0:20:05,0:20:05,SPEAKER 6, Yeah.
1525,0:20:17,0:20:18,SPEAKER 1,How the hell do you build two or three miles laterally when you're already two or three miles under the earth?  They've mastered a lot of very tricky technology.  Do we only get any oil out of these wells at all? And we love the.  Position with.  The.
1526,0:20:20,0:20:21,SPEAKER 3, Yeah.
1527,0:20:21,0:20:22,BUFFETT, We love having picky run it.
1528,0:20:22,0:20:23,SPEAKER 3, And.
1529,0:20:24,0:20:31,SPEAKER 4, They've been.  There's a lot more old down there if anybody can figure out another magic trick.  That's all we need is another magic trick.
1530,0:20:32,0:20:33,SPEAKER 3, But.
1531,0:20:33,0:20:34,SPEAKER 8, I've said I'll have some other things too.
1532,0:20:35,0:20:35,SPEAKER 3, Yes.
1533,0:20:35,0:20:36,SPEAKER 1, Yes.  But.
1534,0:20:37,0:20:38,SPEAKER 6, But.
1535,0:20:38,0:20:38,SPEAKER 1, It.
1536,0:20:39,0:20:39,SPEAKER 3, The  price of oil still is.  Incredibly important in terms of the economics of short lived oil.
1537,0:20:45,0:20:46,SPEAKER 6, I mean.
1538,0:20:46,0:20:47,BUFFETT, No question about that.
1539,0:20:48,0:20:50,SPEAKER 1, Uh.  And.  Well.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.
1540,0:20:50,0:20:50,SPEAKER 3, I I.
1541,0:20:50,0:20:50,SPEAKER 1, I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I.  I don't.
1542,0:20:50,0:20:52,SPEAKER 3, If it's.  And we are.  We will incidentally.
1543,0:20:53,0:20:53,SPEAKER 1, Uh.
1544,0:20:54,0:20:54,SPEAKER 6, You know.
1545,0:20:56,0:20:59,SPEAKER 3, There are speculation about us buying control.
1546,0:20:59,0:21:00,SPEAKER 6, We're not going to take.
1547,0:21:00,0:21:06,BUFFETT," We don't.  We've got the right management money and we can't.  We would know what to do with it and carry with my know,  what to do in oil.  Meeting your buying coal and be like going out and seeking the.  What acquire a cancer or something.  You can't even borrow to expand a coal mine now."
1548,0:21:18,0:21:18,SPEAKER 6, It's really.
1549,0:21:19,0:21:19,SPEAKER 1, It got very.
1550,0:21:20,0:21:20,SPEAKER 4, Unfashionable.
1551,0:21:22,0:21:22,SPEAKER 3," Yeah.  And we think frankly some things that are ridiculous and on both sides on both and in both extremes.  I mean, you're  dealing with physics."
1552,0:21:34,0:21:35,BUFFETT, You're dealing with them.
1553,0:21:35,0:21:35,SPEAKER 4," You know,  it's."
1554,0:21:37,0:21:39,SPEAKER 5, The politicization.
1555,0:21:40,0:21:40,SPEAKER 1, Of.
1556,0:21:41,0:21:56,SPEAKER 3," Of positions on something that's enormously important in terms of energy is just.  Uh, it's just lends itself to.  To demagogues and fundraisers and advisory organizations and everybody inside. "
1557,0:21:57,0:21:58,SPEAKER 1, But.  Uh.  And.
1558,0:22:00,0:22:02,SPEAKER 8, We will make rational decisions and.
1559,0:22:03,0:22:06,SPEAKER 4, We do not think it's un-American to be producing oil.  And there is no.  Oil basin in the United States that compares to the Permian.  In terms of promise.
1560,0:22:15,0:22:16,BUFFETT," Yeah, we were lucky. "
1561,0:22:17,0:22:19,SPEAKER 5," Well, we didn't know it was there. "
1562,0:22:19,0:22:20,BUFFETT, Until.
1563,0:22:21,0:22:23,SPEAKER 3," Yeah,  not that many years ago. "
1564,0:22:24,0:22:30,SPEAKER 4," It's sort of been used up and they always knew the show was there,  but they thought it was going to stay un-recoverable forever. "
1565,0:22:31,0:22:39,SPEAKER 8, The second or third stock I bought was Texas Pacific Land Trust.  And they owned all three million acres down there and they were.
1566,0:22:40,0:22:42,SPEAKER 3, They were grazing revenues of 10
1567,0:22:42,0:22:48,SPEAKER 8,",000 a year or something like that.  They were sitting on this incredible amount of oil and basically that company. "
1568,0:22:49,0:22:55,SPEAKER 3, But it's now actually part of Chevron and went through Texaco and did all kinds of things and and they're still.
1569,0:22:56,0:23:00,SPEAKER 8," There's still a Texas Pacific Land Trust,  but a lot of that property is. "
1570,0:23:01,0:23:06,SPEAKER 3," Is fee fee owned by by their minerals are owned by by Chevron,  which is some advantage, but it's."
1571,0:23:09,0:23:09,SPEAKER 1, Uh.
1572,0:23:11,0:23:18,BUFFETT," Well, it's an interesting subject.  I'll put it that way and and we will not be making any offer for control of. "
1573,0:23:19,0:23:19,SPEAKER 4," A lot of the number,  but we love the shares we have and we may or may not."
1574,0:23:24,0:23:26,SPEAKER 8," Own more in the future,  but but we certainly have warrants on on which we got as part of the original deal on a very substantial amount of stock at around $59 to share and. And the warrants last a long time."
1575,0:23:40,0:23:41,BUFFETT, I'm glad we have them.
1576,0:23:42,0:23:42,SPEAKER 3," Okay,  station seven."
1577,0:23:45,0:23:49,SPEAKER 1," My name is Max.  Joe and from Toronto,  Canada.  I have a question for Charlie regarding statement you made in the past.  You once mentioned that you would prefer to hire someone with IQ of 130 who believes is 120 over someone with IQ of 150 who thinks it's 170.  Understand that you were referring to Elon Musk.  Given the reason why you're here,  the reason success of his ventures such as Tesla,  SpaceX and Starlink.  I'm curious to know.  If you still hold the view that Elon Musk overestimate himself.  Thank you so much. "
1578,0:24:36,0:24:44,SPEAKER 4," Well, yes, I think over Elon Musk over estimates himself,  but he has the. "
1579,0:24:44,0:24:44,SPEAKER 1," He is very talented.  So, I'm sure he's  over estimating somebody who doesn't need to overestimate to be very talented."
1580,0:24:54,0:25:17,SPEAKER 3," There's a Bill Maher program about a week old,  maybe two weeks old, but  but he interviews Elon.  Elon does a terrific job.  Told us all with Bill Maher who it's worth watching and.  And he's a brilliant,  brilliant guy and I would say that.  You know, he might score over 170,  but."
1581,0:25:22,0:25:23,SPEAKER 6, But he.
1582,0:25:24,0:25:26,BUFFETT," You know, it's. "
1583,0:25:27,0:25:30,SPEAKER 3, He he dreams about things and they.
1584,0:25:30,0:25:30,SPEAKER 1, They.
1585,0:25:31,0:25:33,BUFFETT, His dreams have got a  foundation.
1586,0:25:34,0:25:41,SPEAKER 4, You would not have achieved.  What he has in life if he hadn't tried for unreasonably extreme.
1587,0:25:42,0:25:42,SPEAKER 6, Object is.
1588,0:25:43,0:25:47,SPEAKER 4, He likes taking on the impossible job and doing it.
1589,0:25:48,0:25:48,SPEAKER 3, We're different.
1590,0:25:49,0:25:52,SPEAKER 4, I weren't.  I are looking for the easy job that we can identify.
1591,0:25:53,0:25:54,BUFFETT," Yeah, yeah,  and we can do it playing tic-tac."
1592,0:25:56,0:26:00,SPEAKER 5," Oh, we'll do it.  You know, I mean.  We have a de  whole way of going to the whole way."
1593,0:26:02,0:26:02,SPEAKER 1, Yeah.
1594,0:26:03,0:26:05,SPEAKER 8, But we don't want to compete with the other.  And a lot of things.
1595,0:26:06,0:26:09,BUFFETT," I mean, you know, we don't want that much failure. "
1596,0:26:09,0:26:10,SPEAKER 6, Yeah.
1597,0:26:13,0:26:21,SPEAKER 3," And.  And it takes over your life and I'm in a way that it just doesn't fit us,  but but you know,  they're going to be.  Well, there have been important things done by Elon already and. "
1598,0:26:30,0:26:33,BUFFETT, It requires.
1599,0:26:33,0:26:39,SPEAKER 4, Kineticism is the word yet is the word.  He.
1600,0:26:40,0:26:42,BUFFETT," Well, it isn't quite the word,  but you know, but he.  It is a dedication.   Dissolving the impossible and.  And every now and then they'll do it and.  But it would be torturous. mayor Charlie."
1601,0:26:56,0:26:56,SPEAKER 1, And.
1602,0:26:58,0:27:00,SPEAKER 5, I just.
1603,0:27:00,0:27:12,BUFFETT, I like the way I'm living and I would  enjoy being in his but he would enjoy being in my shoes either.  What's what's the.  Balmora interview.
1604,0:27:13,0:27:13,SPEAKER 5," Okay, Becky. "
1605,0:27:14,0:27:41,SPEAKER 1," This question comes from Foster Taylor.  At the 2010 Berkshire annual meeting,  you said the one question that you would ask of the Berkshire CEO would be about the distribution of cash to shareholders as the Berkshire cash pile grows larger and larger.  So let me ask that question.  Do you still feel confident of the future prospects for over $100 billion in cash on hand?  Or are we getting closer to cash distributions? "
1606,0:27:43,0:27:51,SPEAKER 3, Well.  Are the one thing Berkshire shares are selling for less than we think they're worth.
1607,0:27:52,0:27:58,BUFFETT," That's a pretty, it could be a pretty big.  Way that is  distributed cash that the but we'd rather what we really like to do is buy great businesses.  If we could buy a company for 15 billion or 75 billion. 100 billion."
1608,0:28:12,0:28:20,SPEAKER 3," We could do it and we can do it in our words.  Good.  It's difficult with a public company because in effect,  if you've been on a company.  You may have to pay for it.  I think the bid and their shareholders vote months later and you're giving an option.  If we're good for it and other guy has a way to. "
1609,0:28:34,0:28:40,BUFFETT," Top you or all kinds of thing.  They can get out of it.   You get paid 2% for that or 1% for that.  That is not an appropriate price.  And on the other hand,  Delaware will decide whether  they should do it or not. And that's the way the world is."
1610,0:28:53,0:28:53,SPEAKER 1," I mean, that's the way the world is.  I mean, that's the way it is. "
1611,0:28:53,0:28:55,BUFFETT," I mean, that's the law. "
1612,0:28:55,0:28:55,SPEAKER 5, So it'd  be easier to do with a private company and there aren't very many that are big.
1613,0:29:01,0:29:02,SPEAKER 3," On the other hand, there aren't very,  there's nobody else that can quite make a deal like we can under certain under the right service.  And there could be a situation where a bunch of very.  A number of very decent companies have got a very uncomfortable. "
1614,0:29:20,0:29:20,SPEAKER 4," Uh,  uh, borrowing structure and."
1615,0:29:23,0:29:30,SPEAKER 3," Uh, uh, money comes due to them at the exact wrong time.  And that's when they pick up a phone is that. "
1616,0:29:31,0:29:35,BUFFETT," Tiffany and Harley Davidson and you name it.  I mean, a whole bunch of companies. "
1617,0:29:35,0:29:36,SPEAKER 1," Uh,  in 2008, that sort of thing will happen again.  Whether whether results in us getting the calls or what the world is exactly at that time."
1618,0:29:46,0:29:48,BUFFETT, But the one thing we know is that.
1619,0:29:49,0:29:52,SPEAKER 3, That.  The number of phone calls that you can make at a time like that.
1620,0:29:53,0:29:56,SPEAKER 4," It's very, very limited at.  And,  and, uh, there can be good companies."
1621,0:30:00,0:30:02,BUFFETT," They don't want to sell the company necessarily,  but they may want to, they just may need."
1622,0:30:04,0:30:07,SPEAKER 3," Five or 10 or $20 billion,  depending on what company you're talking about.  And, uh,  that can happen."
1623,0:30:11,0:30:14,SPEAKER 8," Our own shareholders can be selling the stock to.   But we'll never do anything to make them solid shape and we'll tell them the truth about what the business is.  But if market circumstances result in us being able to buy.  And 50 billion of our own stock will buy it.  Uh, so we'll see what we'll see what the world holds."
1624,0:30:29,0:30:31,BUFFETT," But I, I don't, I don't. "
1625,0:30:32,0:30:34,SPEAKER 8," We don't have the opportunities we used to have,  but."
1626,0:30:36,0:30:40,BUFFETT," We've got, we've got enough and we're making money with what the things we have. "
1627,0:30:40,0:30:41,SPEAKER 8, It isn't killing a stall.
1628,0:30:41,0:30:42,SPEAKER 5, A hundred.
1629,0:30:42,0:30:43,SPEAKER 6, A hundred.
1630,0:30:44,0:30:46,BUFFETT, Thirty billion of.
1631,0:30:46,0:30:47,SPEAKER 8," Uh,  uh,  bills at five percent plus bond equivalent yields and everybody says, well, you know, you're going to get out of the view."
1632,0:30:53,0:30:53,SPEAKER 9, I  don't have the faintest ideal yields during the future.
1633,0:30:58,0:31:01,SPEAKER 8," And, you know,  the prime rate was 21.5%.   In 19 81 or two.  And they were worried that it was going to go totally out of spin out of control.  And boker kept it from happening."
1634,0:31:09,0:31:11,BUFFETT, But a boker hadn't been in there.  Who that almost what happened.
1635,0:31:12,0:31:12,SPEAKER 3," That.  Uh,  so we're running Berkshire so that, uh, we'll do okay and maybe we'll do a little bit better than okay.  Charlie."
1636,0:31:22,0:31:23,SPEAKER 4, Okay.  Maybe fine.
1637,0:31:23,0:31:25,BUFFETT, Okay.
1638,0:31:25,0:31:25,SPEAKER 8, Station eight.
1639,0:31:28,0:31:31,SPEAKER 1," Hello, Mr.  Buffett Buffett and Mr. "
1640,0:31:31,0:31:31,SPEAKER 9, Munger.
1641,0:31:32,0:31:59,SPEAKER 1, My name is Carlos Sanchez and I'm honored to be here from Guadalajara Mexico.  Mr.  Munger as a fellow lawyer.  I have a question regarding corporate law.  Considering your experience and success.  If you were to offer guidance to someone like Ralph.  When he was at the beginning of his career and before becoming Bear Strike had a way.  He was a lawyer.  What key principles or lessons would you suggest to help him excel in his professor?
1642,0:31:59,0:32:05,SPEAKER 4," Well, I'm not sure I quite caught all of that. "
1643,0:32:06,0:32:07,SPEAKER 5, But.
1644,0:32:09,0:32:22,SPEAKER 4," Yeah, what I don't think I have a lot of advice about how to succeed as a lawyer.  I have a son-in-law who describes modern law practice on a big firm.  He says, it's like a partner. "
1645,0:32:22,0:32:22,SPEAKER 1," He says,  it's like a pie eating contest where you win.  You get to eat more pie.  And I advise you to avoid that kind of a law firm.  Life is too short to just do nothing but eat pie.  Yeah. "
1646,0:32:44,0:32:48,SPEAKER 3, Charlie is not practice law since what?  1964?
1647,0:32:50,0:32:50,SPEAKER 8," Maybe you're, uh,  whatever was."
1648,0:32:52,0:32:52,SPEAKER 1," Uh, I'm a little bit of a  little bit of a problem."
1649,0:32:52,0:32:53,SPEAKER 3," But 1962.  62.  And, uh,  Charlie has given me four or five pieces of advice.  They don't really come from his legal background.  But, but because he knows the system so well and,  and, uh,  you know, really did.  Do quite well at Harvard Law School."
1650,0:33:19,0:33:20,SPEAKER 8, The spot is.  And I think it's a big of teachers and a few things.
1651,0:33:24,0:33:24,SPEAKER 5," Uh,  he has given me four or five solutions on things that nobody else in the world would have given me law firm or otherwise. And it, and it's, it's been a, within a set,  within a, almost a nano second."
1652,0:33:43,0:33:45,BUFFETT," I want to describe the problem to him.  And he just gave me the answer that nobody else would have come up with.  And, uh,  I, I told you one of them."
1653,0:33:52,0:33:55,SPEAKER 3," Last year, so I won't repeat it at this meeting, but, but,  uh, it's, uh, we've got the best lawyer in the world.  And Charlie,  it would something that really matters."
1654,0:34:04,0:34:05,BUFFETT," Uh,  and, uh, there have been times when I've taken advantage of that."
1655,0:34:11,0:34:14,SPEAKER 1," Uh,  uh,  and. "
1656,0:34:16,0:34:16,SPEAKER 4, I.
1657,0:34:17,0:34:19,BUFFETT, Charlie didn't want to be.
1658,0:34:20,0:34:20,SPEAKER 9, A lawyer.
1659,0:34:20,0:34:22,SPEAKER 8, He didn't want to sell his.
1660,0:34:22,0:34:26,SPEAKER 3, He's got a lot of time.  Maybe a 20 bucks an hour or something.
1661,0:34:26,0:34:30,BUFFETT," The people we thought were making the wrong decisions and he knew more about it.  And that just did not strike him.  It was a good way to go through life.  But I think he's probably right on that.  I think he'd, he'd really gotten to be miserable.  If he had to keep doing that, it's just no fun.  Be like me giving investment advice to somebody that."
1662,0:34:46,0:34:47,SPEAKER 8, Or taking it from somebody I had.
1663,0:34:48,0:34:51,SPEAKER 3," You know, that just, I just wouldn't want to do it right.  And Charlie got in.  So we decided to work for ourselves and this work been happy,  happily ever after. "
1664,0:34:59,0:35:01,SPEAKER 4, We have no complaints.
1665,0:35:02,0:35:03,SPEAKER 6," Yeah,  none. "
1666,0:35:04,0:35:07,BUFFETT," Okay, we're Becky. "
1667,0:35:08,0:35:53,SPEAKER 1," This question comes from Ryan Harding.  It's about the new 15% corporate minimum tax rate.  As he sees it,  its implementation is currently understood.  He thinks that as he understands it to apply over.  Or rolling three year periods and to be based on reported earnings.  First, does the inclusion of unrealized gains and losses in reported earnings under the current financial reporting standards contribute to the calculation for corporate minimum tax rate purposes?  And could it potentially convert some of those notional deferred taxes into cash taxes?  Even if a rise in the market price of a major holding is only temporary,  but rather extreme.  And then second,  could it reduce the effect of some of the renewable energy tax incentives and others? "
1668,0:35:54,0:35:54,SPEAKER 6, Yeah.
1669,0:35:55,0:36:20,SPEAKER 3," I think the answer on the second part probably is no,  but I don't want to say it is for sure because he's asking the same questions I ask a Mark Hamburg who's the smartest guy on combining,  understanding a business, understanding the tax code,  understanding SEC rules, and everything else.  That you'll find in corporate America.  And these questions, the particular question on marketable security, I don't think has been answered yet. And I think that there are a number of things about the new tax act that were not enacted."
1670,0:36:39,0:36:39,SPEAKER 6," But I would say this,  the, you know, we have said, that the tax law, you know, we have said ourselves what we think the proper approach to operating income,  we didn't design that because this tax law came along with some years back."
1671,0:36:58,0:36:59,SPEAKER 3," So we're,  we would think that you wouldn't include capital gains,  unrealized capital gains in, but we are having the Cannon Bank we've got enough.  I think no matter how things turn out, you know, the 15% tax doesn't bother me in the least and we can figure ways once we know the rules where we will pay the 15% tax.  And, you know, we were paying 52% tax,  the federal income taxes one.  I bought control in the partnership.  Up Berkshire Hathaway, I mean the tax rate come down dramatically and the deferred tax that was embodied,  for example, a Sanborn map when I was involved in a system that was allowed under the tax law to avoid that tax.  But that was a huge tax,  52%.  So we, we will live with this tax code and we do not think corporations are overtaxed in the United States.  And, uh,  you know, and I think that conversation about how we lose out to the world and all of this sort of thing is really nonsense. "
1672,0:38:21,0:38:22,SPEAKER 5," Uh,  but,  uh, we've got, we've got a new law that hasn't yet the regulations haven't been written on.  And when, when we know what the game is, we will absolutely figure out a way to paying 15% every year and which generally we've been paying any more.  And, as I, I pointed out,  if there were a thousand corporations in the United States that paid what Berkshire has been paying,  nobody else in the United States, no individual, no corporation, whatever pay any income tax,  Social Security tax, gift tax, or state tax, anything else.  A thousand like Berkshire Hathaway would produce the revenue that's being produced by the federal government that's being derived into the present tax code from everybody in the United States.  And I don't feel badly about that and I'd love to get it.  I don't know if there's one 500 or something of the sort done."
1673,0:39:18,0:39:18,SPEAKER 3," Uh,  what I'd like to do at, I can do it at this rate.  I'm happy to do it."
1674,0:39:24,0:39:25,SPEAKER 1, I  think we are privileged to live in the United States.
1675,0:39:30,0:39:34,SPEAKER 3," But we also have to control spending and, uh,  that's something that Congress doesn't quite like to give, like to do."
1676,0:39:40,0:39:45,BUFFETT," Uh, I think that's something that Congress doesn't want quite like to give,  like to do.  And they didn't like to do it.  My dad went to Congress,  but, but they've dug in more as the years have gone by."
1677,0:39:50,0:39:50,SPEAKER 6, Charlie?
1678,0:39:53,0:39:56,SPEAKER 4," Well, we would cover this subject earlier.  Yeah. "
1679,0:39:57,0:39:58,BUFFETT, Okay.
1680,0:39:59,0:39:59,SPEAKER 5," Now,  station nine, am I right on this?"
1681,0:40:04,0:40:04,SPEAKER 6, Yeah.
1682,0:40:06,0:40:18,SPEAKER 1," My name is Avalon Gross.  And I am from Los Angeles,  California.  I am a shareholder,  and it's my fourth year coming to the Woodstock of Capitalism. "
1683,0:40:20,0:40:21,SPEAKER 4," Hell,  hell. "
1684,0:40:21,0:40:22,SPEAKER 3, We're glad you came.
1685,0:40:23,0:40:43,SPEAKER 1," Thank  you so much for everything,  Warren and Buffett and Charlie Munger.  What is the funniest story that you have never told about each other?  And also, I'm glad you came.  And also, what is the hardest part of your business? "
1686,0:40:46,0:40:47,SPEAKER 5, I'll answer the second.
1687,0:40:47,0:40:54,SPEAKER 3, The second part of your question is that we don't have a heart business.
1688,0:40:54,0:40:55,BUFFETT, We love our business.
1689,0:40:55,0:40:56,SPEAKER 3," Every morning when I get up,  I feel good.  I don't know what's going to happen that day.   Maybe nothing will happen,  but maybe something will happen. And if nothing else, I'll roll some tea bills or something."
1690,0:41:07,0:41:08,BUFFETT," But it's,  it's.  It, I work, I work with the greatest group of people you've ever imagined."
1691,0:41:13,0:41:14,SPEAKER 6," I mean, we,  we, we like each other and nobody is after anybody else's job or anything of the sort."
1692,0:41:21,0:41:23,SPEAKER 3, It's ideal working conditions.  And it's five minutes from my home or thereabouts.
1693,0:41:28,0:41:30,BUFFETT, So I'm spent my life commuting.
1694,0:41:31,0:41:33,SPEAKER 3," I just can't imagine having it,  having anything better."
1695,0:41:34,0:41:35,SPEAKER 8," And,  and Charlie's got a lot of funny stories."
1696,0:41:38,0:41:38,SPEAKER 5, You haven't.
1697,0:41:39,0:41:40,SPEAKER 8," You haven't heard, but we'll see what you want to come up with. "
1698,0:41:41,0:41:44,SPEAKER 1," Well,  I think Warren and I are naturally so ridiculous that we don't need very many funny stories.  I, I, I be each do things that are peculiar enough so that we can keep one another amused."
1699,0:42:00,0:42:03,SPEAKER 3, Tell them what you told the lawyer when we were buying a hoshel cone.
1700,0:42:04,0:42:06,SPEAKER 4, I don't remember you tell them.
1701,0:42:06,0:42:06,SPEAKER 1," Well,  you remember."
